company,country,sector
Guangdong Biolight Meditech Co. Ltd. (300246),China,Medical Equipment/Supplies Companies
Guangzhou Improve Medical Instruments Co. Ltd. (300030),China,Medical Equipment/Supplies Companies
Guided Therapeutics Inc. (GTHP),United States,Medical Equipment/Supplies Companies
Gujarat Meditech Ltd. (524754),India,Medical Equipment/Supplies Companies
Haemonetics Corp. (HAE),United States,Medical Equipment/Supplies Companies
Halyard Health Inc. (HYH),United States,Medical Equipment/Supplies Companies
Hartalega Holdings Bhd (HARTA),Malaysia,Medical Equipment/Supplies Companies
HCi VioCare (VICA),United States,Medical Equipment/Supplies Companies
Health-Chem Corp. (HCLC),United States,Medical Equipment/Supplies Companies
Healthmed Services Ltd. (HEME),United States,Medical Equipment/Supplies Companies
Hear AtLast Holdings Inc. (HRAL),United States,Medical Equipment/Supplies Companies
Hemagen Diagnostics Inc. (HMGN),United States,Medical Equipment/Supplies Companies
Henry Schein Inc. (HS2),Germany,Medical Equipment/Supplies Companies
Henry Schein Inc. (HSIC),United States,Medical Equipment/Supplies Companies
Hill-Rom Holdings Inc. (HRC),United States,Medical Equipment/Supplies Companies
Hill-Rom Holdings Inc. (HB9),Germany,Medical Equipment/Supplies Companies
Hironic Co. Ltd. (149980),South Korea,Medical Equipment/Supplies Companies
Histogenics Corp. (HSGX),United States,Medical Equipment/Supplies Companies
Hogy Medical Co. Ltd. (3593),Japan,Medical Equipment/Supplies Companies
Hologic Inc. (HOLX),United States,Medical Equipment/Supplies Companies
Hoshiiryou-Sanki Co. Ltd. (7634),Japan,Medical Equipment/Supplies Companies
HumanOptics AG (H9O1),United States,Medical Equipment/Supplies Companies
Huvitz Co. Ltd. (065510),South Korea,Medical Equipment/Supplies Companies
Hypertension Diagnostics Inc. (HDII),United States,Medical Equipment/Supplies Companies
I.CERAM (ALICR),France,Medical Equipment/Supplies Companies
IceCure Medical Ltd. (ICCM),Israel,Medical Equipment/Supplies Companies
ICU Medical Inc. (ICUI),United States,Medical Equipment/Supplies Companies
Ideal Optics Ltd. (531328),India,Medical Equipment/Supplies Companies
Identa Corp. (IDTA),United States,Medical Equipment/Supplies Companies
IDEXX Laboratories Inc. (IX1),Germany,Medical Equipment/Supplies Companies
IDEXX Laboratories Inc. (IDXX),United States,Medical Equipment/Supplies Companies
ILEX Medical Ltd. (ILX),Israel,Medical Equipment/Supplies Companies
Image Technology Laboratories Inc. (IMTL),United States,Medical Equipment/Supplies Companies
ImageONE Co. Ltd. (2667),Japan,Medical Equipment/Supplies Companies
Imagin Medical Inc. (IMEXF),United States,Medical Equipment/Supplies Companies
Imagin Medical Inc. (DPD2),Germany,Medical Equipment/Supplies Companies
Imaging Dynamics Co. Ltd. (IDL),Canada,Medical Equipment/Supplies Companies
Imaging3 Inc. (IGNG),United States,Medical Equipment/Supplies Companies
Immunodiagnostic Systems Holdings PLC (LWX),Germany,Medical Equipment/Supplies Companies
Immunodiagnostic Systems Holdings PLC (IDH),United Kingdom,Medical Equipment/Supplies Companies
ImpediMed Ltd. (IPD),Australia,Medical Equipment/Supplies Companies
ImpediMed Ltd. (IPDQF),United States,Medical Equipment/Supplies Companies
Implanet (IMPL),France,Medical Equipment/Supplies Companies
IMRIS Inc. (IMRSQ),United States,Medical Equipment/Supplies Companies
InBody Co. Ltd. (041830),South Korea,Medical Equipment/Supplies Companies
InfuSystems Holdings Inc. (INFU),United States,Medical Equipment/Supplies Companies
Inogen Inc. (INGN),United States,Medical Equipment/Supplies Companies
Inogen Inc. (6IO),Germany,Medical Equipment/Supplies Companies
Inspiration Healthcare Group PLC (IHC),United Kingdom,Medical Equipment/Supplies Companies
InspireMD Inc. (NSPR),United States,Medical Equipment/Supplies Companies
Insulet Corp. (PODD),United States,Medical Equipment/Supplies Companies
InsuLine Medical Ltd. (INSL),Israel,Medical Equipment/Supplies Companies
Integra LifeSciences Holdings Corp. (IL3),Germany,Medical Equipment/Supplies Companies
Integra LifeSciences Holdings Corp. (IART),United States,Medical Equipment/Supplies Companies
Integrated Surgical Systems Inc. (ISSM),United States,Medical Equipment/Supplies Companies
Intercure Ltd. (INCR),Israel,Medical Equipment/Supplies Companies
International Co. for Medical Investment (ICMI),Jordan,Medical Equipment/Supplies Companies
Interojo Co. Ltd. (119610),South Korea,Medical Equipment/Supplies Companies
Intersect ENT Inc. (XENT),United States,Medical Equipment/Supplies Companies
IntroMedic Co. Ltd. (150840),South Korea,Medical Equipment/Supplies Companies
Intuitive Surgical Inc. (IUI1),Germany,Medical Equipment/Supplies Companies
Intuitive Surgical Inc. (ISRG),United States,Medical Equipment/Supplies Companies
Invacare Corp. (IVC),United States,Medical Equipment/Supplies Companies
Invicta Meditek Ltd. (523844),India,Medical Equipment/Supplies Companies
INVO BioScience Inc. (IVOB),United States,Medical Equipment/Supplies Companies
Invuity Inc. (IVTY),United States,Medical Equipment/Supplies Companies
Ion Beam Applications S.A. (IOBCF),United States,Medical Equipment/Supplies Companies
Ion Beam Applications S.A. (IBAB),Belgium,Medical Equipment/Supplies Companies
Ion Beam Applications S.A. (IOB),Germany,Medical Equipment/Supplies Companies
IR Resources Ltd. (8186),Hong Kong,Medical Equipment/Supplies Companies
IR Resources Ltd. (MJD4),Germany,Medical Equipment/Supplies Companies
iRadimed Corp. (IRMD),United States,Medical Equipment/Supplies Companies
Iridex Corp. (IRIX),United States,Medical Equipment/Supplies Companies
Itamar Medical Ltd. (ITMR),Israel,Medical Equipment/Supplies Companies
Itamar Medical Ltd. (ITMMF),United States,Medical Equipment/Supplies Companies
ITL Ltd. (ITD),Australia,Medical Equipment/Supplies Companies
IVF Hartmann Holding AG (VBSN),Switzerland,Medical Equipment/Supplies Companies
Jafron Biomedical Co. Ltd. (300529),China,Medical Equipment/Supplies Companies
Japan Lifeline Co. Ltd. (7575),Japan,Medical Equipment/Supplies Companies
Japan Medical Dynamic Marketing Inc. (7600),Japan,Medical Equipment/Supplies Companies
Jenex Corp. (JEN.H),Canada,Medical Equipment/Supplies Companies
Jiangsu Yuyue Medical Equipment & Supply Co. Ltd. (002223),China,Medical Equipment/Supplies Companies
Jiangxi Sanxin Medtec Co. Ltd. (300453),China,Medical Equipment/Supplies Companies
Jin Co. Ltd. (3046),Japan,Medical Equipment/Supplies Companies
JMS Co. Ltd. (7702),Japan,Medical Equipment/Supplies Companies
JRjr33 Inc. (JRJR),United States,Medical Equipment/Supplies Companies
K2M Group Holdings Inc. (KTWO),United States,Medical Equipment/Supplies Companies
Kawamoto Corp. (3604),Japan,Medical Equipment/Supplies Companies
Kawanishi Holdings Inc. (2689),Japan,Medical Equipment/Supplies Companies
Kawasumi Laboratories Inc. (7703),Japan,Medical Equipment/Supplies Companies
KMH Co. Ltd. (122450),South Korea,Medical Equipment/Supplies Companies
Koken Ltd. (7963),Japan,Medical Equipment/Supplies Companies
Kontigo Care AB (KONT),Sweden,Medical Equipment/Supplies Companies
Kossan Rubber Industries Bhd (KOSSAN),Malaysia,Medical Equipment/Supplies Companies
Lantheus Holdings Inc. (LNTH),United States,Medical Equipment/Supplies Companies
LBT Innovations Ltd. (LBT),Australia,Medical Equipment/Supplies Companies
LED Medical Diagnostics Inc. (LMD),Canada,Medical Equipment/Supplies Companies
LED Medical Diagnostics Inc. (LEDIF),United States,Medical Equipment/Supplies Companies
LED Medical Diagnostics Inc. (LME),Germany,Medical Equipment/Supplies Companies
LeMaitre Vascular Inc. (LMAT),United States,Medical Equipment/Supplies Companies
LensWista AG (LZVB),Germany,Medical Equipment/Supplies Companies
Lepu Medical Technology (Beijing) Co. Ltd. (300003),China,Medical Equipment/Supplies Companies
Lerado Financial Group Co. Ltd. (1225),Hong Kong,Medical Equipment/Supplies Companies
LiDCO Group PLC (LID),United Kingdom,Medical Equipment/Supplies Companies
Lifeline BioTechnologies Inc. (LLBO),United States,Medical Equipment/Supplies Companies
Lifeline Scientific Inc. New (LSIC),United Kingdom,Medical Equipment/Supplies Companies
Lifeloc Technologies Inc. (LCTC),United States,Medical Equipment/Supplies Companies
LifePoint Inc. (LFPI),United States,Medical Equipment/Supplies Companies
LifeTech Scientific Corp. (1302),Hong Kong,Medical Equipment/Supplies Companies
LifeWatch AG (LIFE),Switzerland,Medical Equipment/Supplies Companies
LivaNova PLC (LIVN),United States,Medical Equipment/Supplies Companies
LKL International Bhd (LKL),Malaysia,Medical Equipment/Supplies Companies
Lombard Medical Inc. (EVAR),United States,Medical Equipment/Supplies Companies
Longport Inc. (LPTI),United States,Medical Equipment/Supplies Companies
TSH Corp. Ltd. (574),Singapore,Aerospace/Defense Companies
Ultra Electronics Holdings PLC (ULE),United Kingdom,Aerospace/Defense Companies
United Aircraft Corp. JSC (UNAC),Russia,Aerospace/Defense Companies
United Technologies Corp. (UTC1),Germany,Aerospace/Defense Companies
United Technologies Corp. (UTX),United States,Aerospace/Defense Companies
United Technologies Corp. (UTX),Mexico,Aerospace/Defense Companies
United Technologies Corp. BDR (UTEC34),Brazil,Aerospace/Defense Companies
United Technologies Corp. CEDEAR (UTX),Argentina,Aerospace/Defense Companies
Universal Detection Technology (UNDT),United States,Aerospace/Defense Companies
US Global Nanospace Inc. (USGA),United States,Aerospace/Defense Companies
Utilicraft Aerospace Industries Inc. (UITA),United States,Aerospace/Defense Companies
Valmie Resources Inc. (VMRI),United States,Aerospace/Defense Companies
Vectrus Inc. (VEC),United States,Aerospace/Defense Companies
Vectrus Inc. (1V1),Germany,Aerospace/Defense Companies
Verney-Carron S.A. (MLVER),France,Aerospace/Defense Companies
Victek Co. Ltd. (065450),South Korea,Aerospace/Defense Companies
VSE Corp. (VSEC),United States,Aerospace/Defense Companies
Wesco Aircraft Holdings Inc. (WAIR),United States,Aerospace/Defense Companies
Wize Pharma Ltd. (WIZP),Israel,Aerospace/Defense Companies
World Surveillance Group Inc. (WSGI),United States,Aerospace/Defense Companies
Xenonics Holdings Inc. (XNNHQ),United States,Aerospace/Defense Companies
Xtek Ltd. (XTE),Australia,Aerospace/Defense Companies
Zodiac Aerospace (ZDC),Germany,Aerospace/Defense Companies
Zodiac Aerospace (ZC),France,Aerospace/Defense Companies
Zodiac Aerospace ADR (ZODFY),United States,Aerospace/Defense Companies
Vardhman Polytex Ltd. (EQVARDMNPOLY),India,Clothing/Textiles Companies
Vardhman Textiles Ltd. (502986),India,Clothing/Textiles Companies
Varvaressos S.A. European Spinning Mills (VARNH),Greece,Clothing/Textiles Companies
Veeko International Holdings Ltd. (1173),Hong Kong,Clothing/Textiles Companies
Veltex Corp. (VLXC),United States,Clothing/Textiles Companies
Ventura Textiles Ltd. (516098),India,Clothing/Textiles Companies
Vera Bradley Inc. (VRA),United States,Clothing/Textiles Companies
VF Corp. (VFC),United States,Clothing/Textiles Companies
VF Corp. (VFP),Germany,Clothing/Textiles Companies
Victoria Mills Ltd. (503349),India,Clothing/Textiles Companies
Victory City International Holdings Ltd. (0539),Hong Kong,Clothing/Textiles Companies
Victory New Materials Ltd. Co. (1340),Taiwan,Clothing/Textiles Companies
Vijay Textiles Ltd. (530151),India,Clothing/Textiles Companies
Vippy Spinpro Ltd. (514302),India,Clothing/Textiles Companies
Virat Industries Ltd. (530521),India,Clothing/Textiles Companies
Visagar Polytex Ltd. (506146),India,Clothing/Textiles Companies
Vishal Fabrics Ltd. (538598),India,Clothing/Textiles Companies
Vistula Group S.A. (VST),Poland,Clothing/Textiles Companies
Vitamin Blue Inc. (VTMB),United States,Clothing/Textiles Companies
Vitop Group Ltd. (1178),Hong Kong,Clothing/Textiles Companies
Voir Holdings Bhd (VOIR),Malaysia,Clothing/Textiles Companies
Voith Paper Fabrics India Ltd. (522122),India,Clothing/Textiles Companies
VSF Projects Ltd. (519331),India,Clothing/Textiles Companies
VTM Ltd. (532893),India,Clothing/Textiles Companies
Vulcabras/Azaleia S/A Ord (VULC3),Brazil,Clothing/Textiles Companies
Vyapar Industries Ltd. (506142),India,Clothing/Textiles Companies
Wacoal Holdings Corp. (3591),Japan,Clothing/Textiles Companies
Wacoal Holdings Corp. ADR (WACLY),United States,Clothing/Textiles Companies
Walker Group Holdings Ltd. (1386),Hong Kong,Clothing/Textiles Companies
Wang Tai Holdings Ltd. (1400),Hong Kong,Clothing/Textiles Companies
Weiqiao Textile Co. Ltd. (2698),Hong Kong,Clothing/Textiles Companies
Weiqiao Textile Co. Ltd. (WQTEF),United States,Clothing/Textiles Companies
Weizmann Ltd. (523011),India,Clothing/Textiles Companies
Welspun Investments & Commercials Ltd. (533252),India,Clothing/Textiles Companies
Weyco Group Inc. (WEYS),United States,Clothing/Textiles Companies
Wheel & Axle Textiles Ltd. (512297),India,Clothing/Textiles Companies
Willbes & Co. Ltd. (008600),South Korea,Clothing/Textiles Companies
Win Hanverky Holdings Ltd. (3322),Hong Kong,Clothing/Textiles Companies
Wing Tai Malaysia Bhd (WINGTM),Malaysia,Clothing/Textiles Companies
Wing Tai Properties Ltd. (0369),Hong Kong,Clothing/Textiles Companies
Winox Holdings Ltd. (6838),Hong Kong,Clothing/Textiles Companies
Winsome Diamonds & Jewellery Ltd. (507892),India,Clothing/Textiles Companies
Winsome Textile Industries Ltd. (514470),India,Clothing/Textiles Companies
Winsome Yarns Ltd. (514348),India,Clothing/Textiles Companies
Wires & Fabriks (SA) Ltd. (507817),India,Clothing/Textiles Companies
Wisher Industrial Co. Ltd. (1465),Taiwan,Clothing/Textiles Companies
Wistil S.A. (WST),Poland,Clothing/Textiles Companies
Wojas S.A. (WOJ),Poland,Clothing/Textiles Companies
Wolford AG (WOF),Germany,Clothing/Textiles Companies
Wolford AG (WOL),Austria,Clothing/Textiles Companies
Wolford AG ADR (WLFDY),United States,Clothing/Textiles Companies
Wolverine World Wide Inc. (WWW),United States,Clothing/Textiles Companies
Women's Next Loungeries Ltd. (538128),India,Clothing/Textiles Companies
Wonpung Mulsan Co. Ltd. (008290),South Korea,Clothing/Textiles Companies
Worldwide Leather Exports Ltd. (526525),India,Clothing/Textiles Companies
Wuxi Double Elephant Micro Fibre Material Co. Ltd. (002395),China,Clothing/Textiles Companies
Xiake Color Spinning Co. Ltd. A (002015),China,Clothing/Textiles Companies
Xidelang Holdings Ltd. (XDL),Malaysia,Clothing/Textiles Companies
Xingquan International Sports Holdings Ltd. (XINQUAN),Malaysia,Clothing/Textiles Companies
Xingye Leather Technology Co. Ltd. A (002674),China,Clothing/Textiles Companies
Xinjiang Tianshan Wool Tex Stock Co. Ltd. (000813),China,Clothing/Textiles Companies
XPD Soccer Gear Group Ltd. (XPD),Australia,Clothing/Textiles Companies
Xtep International Holdings Ltd. (1368),Hong Kong,Clothing/Textiles Companies
Xtep International Holdings Ltd. (XTPEF),United States,Clothing/Textiles Companies
Yagi & Co. Ltd. (7460),Japan,Clothing/Textiles Companies
Yamaki Co. Ltd. (3598),Japan,Clothing/Textiles Companies
Yamato International Inc. (8127),Japan,Clothing/Textiles Companies
Yangtzekiang Garment Ltd. (0294),Hong Kong,Clothing/Textiles Companies
Yarn Syndicate Ltd. (514378),India,Clothing/Textiles Companies
YBroad Co. Ltd. (010600),South Korea,Clothing/Textiles Companies
Yen Global Bhd (YEN),Malaysia,Clothing/Textiles Companies
YGM Trading Ltd. (0375),Hong Kong,Clothing/Textiles Companies
Yi Jinn Industrial Co. Ltd. (1457),Taiwan,Clothing/Textiles Companies
Yong Tai Bhd (YONGTAI),Malaysia,Clothing/Textiles Companies
Yongsheng Advanced Materials Co. Ltd. (3608),Hong Kong,Clothing/Textiles Companies
York Exports Ltd. (530675),India,Clothing/Textiles Companies
Youngone Corp. (111770),South Korea,Clothing/Textiles Companies
Youngone Holdings Co. Ltd. (009970),South Korea,Clothing/Textiles Companies
Youngor Group Co. Ltd. A (600177),China,Clothing/Textiles Companies
Yu Foong International Corp. (1438),Taiwan,Clothing/Textiles Companies
Yue Yuen Industrial (Holdings) Ltd. (YUE1),Germany,Clothing/Textiles Companies
Yue Yuen Industrial (Holdings) Ltd. (YUEIF),United States,Clothing/Textiles Companies
Yue Yuen Industrial (Holdings) Ltd. (0551),Hong Kong,Clothing/Textiles Companies
Yue Yuen Industrial (Holdings) Ltd. ADR (YUEIY),United States,Clothing/Textiles Companies
Yunlu Sanayi ve Ticaret A.S. (YUNSA),Turkey,Clothing/Textiles Companies
Zenith Fibres Ltd. (514266),India,Clothing/Textiles Companies
Zero to Seven Inc. (159580),South Korea,Clothing/Textiles Companies
Zhejiang Aokang Shoes Co. Ltd. (603001),China,Clothing/Textiles Companies
Zhejiang Bangjie Digital Knitting Share Co. Ltd. (002634),China,Clothing/Textiles Companies
Zhejiang Baoxiniao Garment Co. Ltd. (002154),China,Clothing/Textiles Companies
Zhejiang Busen Garments Co. Ltd. (002569),China,Clothing/Textiles Companies
